,iso_code,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,created_at
194473,OWID_WRL,World,2022-04-26,510945116.0,642667.0,681157.714,6229104.0,4338.0,2886.714,64882.202,81.609,86.497,791.001,0.551,0.367,0.81,11579921308.0,5133647921.0,4645457996.0,1858112446.0,10901419.0,10295086.0,147.05,65.19,58.99,23.6,1307.0,2112514.0,0.027,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-26
194472,OWID_WRL,World,2022-04-25,510302449.0,580367.0,724048.857,6224766.0,2415.0,2755.571,64800.593,73.698,91.943,790.45,0.307,0.35,0.82,11559528779.0,5123011147.0,4638396810.0,1853627242.0,9268155.0,10465082.0,146.79,65.05,58.9,23.54,1329.0,2123591.0,0.027,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-25
194471,OWID_WRL,World,2022-04-24,509722082.0,382156.0,709787.857,6222351.0,998.0,2617.143,64726.895,48.528,90.132,790.143,0.127,0.332,0.83,11550726016.0,5121886718.0,4636642554.0,1850196272.0,7902544.0,10416400.0,146.68,65.04,58.88,23.49,1323.0,2078312.0,0.026,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-24
194470,OWID_WRL,World,2022-04-23,509339926.0,512596.0,716092.143,6221353.0,1448.0,2662.714,64678.367,65.092,90.933,790.017,0.184,0.338,0.83,11540923679.0,5120040141.0,4633285549.0,1847246221.0,10034606.0,10259593.0,146.55,65.02,58.84,23.46,1303.0,2019279.0,0.026,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-23
194469,OWID_WRL,World,2022-04-22,508827330.0,803256.0,727339.571,6219905.0,2924.0,2674.429,64613.275,102.001,92.361,789.833,0.371,0.34,0.84,11531298015.0,5118295472.0,4631471617.0,1843670165.0,11445881.0,9967419.0,146.43,64.99,58.81,23.41,1266.0,1940060.0,0.025,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-22
194468,OWID_WRL,World,2022-04-21,508024074.0,896251.0,712892.714,6216967.0,3593.0,2583.286,64511.274,113.81,90.526,789.46,0.456,0.328,0.83,11522523750.0,5117249164.0,4629243822.0,1840547471.0,12226541.0,9507911.0,146.32,64.98,58.78,23.37,1207.0,1826612.0,0.023,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-21
194467,OWID_WRL,World,2022-04-20,507127823.0,950811.0,724723.714,6213415.0,4491.0,2603.429,64397.464,120.738,92.029,789.009,0.57,0.331,0.82,11510956936.0,5116104801.0,4627199871.0,1835546084.0,10286522.0,9220647.0,146.17,64.97,58.76,23.31,1171.0,1804568.0,0.023,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-20
194466,OWID_WRL,World,2022-04-19,506177796.0,942905.0,739849.571,6208926.0,3420.0,2610.429,64276.825,119.734,93.95,788.438,0.434,0.331,0.81,11502487161.0,5115353224.0,4625735546.0,1789321576.0,12091416.0,9164018.0,146.06,64.96,58.74,22.72,1164.0,1804298.0,0.023,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-19
194465,OWID_WRL,World,2022-04-18,505235164.0,480540.0,758310.143,6205506.0,1446.0,2591.143,64157.125,61.021,96.294,788.004,0.184,0.329,0.78,11491218386.0,5113603988.0,4623163062.0,1785313522.0,8927450.0,9014537.0,145.92,64.93,58.71,22.67,1145.0,1822874.0,0.023,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-18
194464,OWID_WRL,World,2022-04-17,504754624.0,426286.0,825245.429,6204060.0,1317.0,2807.143,64096.104,54.132,104.794,787.821,0.167,0.356,0.78,11480576624.0,5110343062.0,4618110072.0,1768055587.0,6804968.0,9179748.0,145.79,64.89,58.64,22.45,1166.0,1846477.0,0.023,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-17
194463,OWID_WRL,World,2022-04-16,504328338.0,591328.0,848431.286,6202743.0,1530.0,2833.0,64041.972,75.09,107.738,787.653,0.194,0.36,0.77,11470191527.0,5109396919.0,4616571700.0,1763626816.0,7989419.0,9337455.0,145.65,64.88,58.62,22.4,1186.0,1891107.0,0.024,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-16
194462,OWID_WRL,World,2022-04-15,503737010.0,702128.0,877363.571,6201213.0,2286.0,2927.0,63966.883,89.159,111.412,787.459,0.29,0.372,0.76,11466057220.0,5109106991.0,4616068827.0,1762195747.0,8229041.0,9693717.0,145.6,64.88,58.62,22.38,1231.0,2018933.0,0.026,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-15
194461,OWID_WRL,World,2022-04-14,503042928.0,979068.0,944694.143,6198947.0,3734.0,3189.0,63878.745,124.327,119.962,787.171,0.474,0.405,0.77,11459997622.0,5108590098.0,4615041174.0,1760017610.0,10215704.0,10303837.0,145.52,64.87,58.6,22.35,1308.0,2173434.0,0.028,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-14
194460,OWID_WRL,World,2022-04-13,502063860.0,1056692.0,979557.143,6195213.0,4540.0,3244.143,63754.418,134.184,124.389,786.697,0.577,0.412,0.78,11451381776.0,5107450087.0,4613149673.0,1756981570.0,9890126.0,10648039.0,145.42,64.86,58.58,22.31,1352.0,2269738.0,0.029,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-13
194459,OWID_WRL,World,2022-04-12,501007198.0,1072129.0,1034864.429,6190673.0,3285.0,3242.714,63620.239,136.144,131.412,786.121,0.417,0.412,0.79,11440249571.0,5106445544.0,4611471806.0,1753798252.0,11045087.0,10966899.0,145.27,64.84,58.56,22.27,1393.0,2444320.0,0.031,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-12
194458,OWID_WRL,World,2022-04-11,499935069.0,949087.0,1073402.143,6187388.0,2958.0,3367.714,63484.095,120.52,136.306,785.703,0.376,0.428,0.8,11427911379.0,5103967001.0,4608018463.0,1750127775.0,10084177.0,11175197.0,145.12,64.81,58.51,22.22,1419.0,2457494.0,0.031,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-11
194457,OWID_WRL,World,2022-04-10,498986110.0,588587.0,1067557.714,6184430.0,1498.0,3366.286,63363.591,74.742,135.563,785.328,0.19,0.427,0.81,11418287409.0,5101511767.0,4604333949.0,1733021870.0,7909186.0,11185331.0,144.99,64.78,58.47,22.01,1420.0,2522973.0,0.032,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-10
194456,OWID_WRL,World,2022-04-09,498397523.0,793854.0,1098351.143,6182932.0,2188.0,3391.0,63288.85,100.807,139.474,785.138,0.278,0.431,0.81,11402926212.0,5098373262.0,4595712223.0,1730491422.0,10483599.0,11489398.0,144.8,64.74,58.36,21.97,1459.0,2587453.0,0.033,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-09
194455,OWID_WRL,World,2022-04-08,497603669.0,1173442.0,1136803.429,6180744.0,4120.0,3459.0,63188.042,149.009,144.357,784.86,0.523,0.439,0.82,11393166012.0,5095263579.0,4592528673.0,1727655376.0,12500169.0,11587914.0,144.68,64.7,58.32,21.94,1471.0,2581236.0,0.033,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-08
194454,OWID_WRL,World,2022-04-07,496430227.0,1223109.0,1135475.857,6176624.0,4120.0,3521.714,63039.033,155.316,144.188,784.337,0.523,0.447,0.82,11381978226.0,5093813644.0,4590358140.0,1723198000.0,12625369.0,11604974.0,144.53,64.68,58.29,21.88,1474.0,2626969.0,0.033,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-07
194453,OWID_WRL,World,2022-04-06,495207118.0,1443843.0,1219692.429,6172504.0,4530.0,3616.571,62883.717,183.346,154.882,783.813,0.575,0.459,0.82,11369198297.0,5090770938.0,4584395024.0,1719705278.0,12122494.0,12166119.0,144.37,64.64,58.21,21.84,1545.0,2817230.0,0.036,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-06
194452,OWID_WRL,World,2022-04-05,493763275.0,1341893.0,1241512.286,6165027.0,4160.0,3680.143,62700.371,170.4,157.653,782.864,0.528,0.467,0.82,11359279425.0,5089098569.0,4581805163.0,1716415344.0,12501367.0,13419609.0,144.25,64.62,58.18,21.8,1704.0,3024491.0,0.038,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-05
194451,OWID_WRL,World,2022-04-04,492421382.0,908176.0,1299959.571,6160868.0,2948.0,3803.0,62529.971,115.324,165.075,782.336,0.374,0.483,0.82,11347514593.0,5086432935.0,4578812540.0,1700693647.0,10155145.0,14593375.0,144.1,64.59,58.14,21.6,1853.0,3134992.0,0.04,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-04
194450,OWID_WRL,World,2022-04-03,491513206.0,804141.0,1381221.286,6157920.0,1671.0,3950.571,62414.647,102.114,175.394,781.961,0.212,0.502,0.84,11332996072.0,5083882831.0,4575483509.0,1696037880.0,10037635.0,16109956.0,143.91,64.56,58.1,21.54,2046.0,3238618.0,0.041,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-03
194449,OWID_WRL,World,2022-04-02,490709065.0,1063020.0,1403066.429,6156249.0,2664.0,4056.857,62312.533,134.987,178.168,781.749,0.338,0.515,0.85,11322084936.0,5082817515.0,4571418873.0,1692714000.0,11173216.0,16470747.0,143.77,64.54,58.05,21.49,2092.0,3254563.0,0.041,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-02
194448,OWID_WRL,World,2022-04-01,489646045.0,1164149.0,1447171.571,6153585.0,4559.0,4096.429,62177.546,147.829,183.769,781.411,0.579,0.52,0.85,11315980266.0,5081807510.0,4570635866.0,1690894108.0,12619607.0,17154159.0,143.7,64.53,58.04,21.47,2178.0,3555450.0,0.045,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-04-01
194447,OWID_WRL,World,2022-03-31,488481952.0,1812625.0,1535445.714,6149039.0,4784.0,4730.857,62029.724,230.176,194.978,780.834,0.607,0.601,0.87,11307659755.0,5079810045.0,4568844814.0,1688441707.0,16553404.0,17568342.0,143.59,64.51,58.02,21.44,2231.0,3630987.0,0.046,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-31
194446,OWID_WRL,World,2022-03-30,486669327.0,1596582.0,1530736.286,6144255.0,4975.0,4802.429,61799.549,202.741,194.38,780.226,0.632,0.61,0.88,11273025022.0,5070292631.0,4550118715.0,1658527951.0,20896889.0,17684267.0,143.15,64.38,57.78,21.06,2246.0,3697913.0,0.047,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-30
194445,OWID_WRL,World,2022-03-29,485072745.0,1751024.0,1555757.429,6139280.0,5020.0,4926.143,61596.807,222.353,197.557,779.595,0.637,0.626,0.9,11255138551.0,5067070062.0,4543904835.0,1654333125.0,20717824.0,17407328.0,142.92,64.34,57.7,21.01,2210.0,3774102.0,0.048,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-29
194444,OWID_WRL,World,2022-03-28,483321721.0,1477008.0,1588012.286,6134527.0,3981.0,4908.571,61374.454,187.557,201.653,778.991,0.506,0.623,0.92,11234555130.0,5064430668.0,4536066783.0,1649352565.0,20771242.0,17026579.0,142.66,64.31,57.6,20.94,2162.0,3840373.0,0.049,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-28
194443,OWID_WRL,World,2022-03-27,481844713.0,957057.0,1589158.143,6130546.0,2415.0,5035.714,61186.896,121.532,201.799,778.485,0.307,0.639,0.92,11211999609.0,5062806131.0,4527987784.0,1643406503.0,12563245.0,16114933.0,142.38,64.29,57.5,20.87,2046.0,3909979.0,0.05,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-27
194442,OWID_WRL,World,2022-03-26,480887656.0,1371756.0,1607757.0,6128131.0,2941.0,5133.429,61065.365,174.192,204.161,778.179,0.373,0.652,0.93,11197886777.0,5059670169.0,4523361040.0,1639108953.0,15957123.0,15950015.0,142.2,64.25,57.44,20.81,2025.0,3879560.0,0.049,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-26
194441,OWID_WRL,World,2022-03-25,479515900.0,1782068.0,1659054.571,6125190.0,9000.0,5263.714,60891.173,226.295,210.675,777.805,1.143,0.668,0.94,11184891241.0,5056029320.0,4519573382.0,1636610668.0,15518979.0,15461896.0,142.03,64.2,57.39,20.78,1963.0,3581142.0,0.045,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-25
194440,OWID_WRL,World,2022-03-24,477733832.0,1779659.0,1673403.0,6116193.0,5285.0,4756.0,60664.878,225.989,212.497,776.663,0.671,0.604,0.94,11171265394.0,5053383759.0,4517153475.0,1631569624.0,17364972.0,15429626.0,141.86,64.17,57.36,20.72,1959.0,3526246.0,0.045,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-24
194439,OWID_WRL,World,2022-03-23,475954178.0,1771730.0,1716336.286,6110933.0,5841.0,4964.857,60438.889,224.983,217.948,775.995,0.742,0.63,0.95,11153739166.0,5048468891.0,4513306410.0,1615350961.0,18957929.0,15320543.0,141.64,64.11,57.31,20.51,1945.0,3315228.0,0.042,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-23
194438,OWID_WRL,World,2022-03-22,474182448.0,1976808.0,1780362.286,6105092.0,4897.0,5103.0,60213.906,251.024,226.079,775.253,0.622,0.648,0.96,11136483286.0,5043923526.0,4508880639.0,1611134724.0,18052539.0,15073525.0,141.42,64.05,57.26,20.46,1914.0,2969534.0,0.038,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-22
194437,OWID_WRL,World,2022-03-21,472205644.0,1485029.0,1755778.571,6100195.0,4871.0,5203.714,59962.882,188.576,222.957,774.631,0.619,0.661,0.97,11120191005.0,5040906343.0,4505179825.0,1605407589.0,14389782.0,14824850.0,141.21,64.01,57.21,20.39,1883.0,2803338.0,0.036,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-21
194436,OWID_WRL,World,2022-03-20,470720615.0,1087249.0,1773497.571,6083878.0,3099.0,5245.0,59774.306,138.064,225.207,772.559,0.394,0.666,0.99,11107906249.0,5037433526.0,4501176315.0,1592258100.0,11408832.0,14983014.0,141.05,63.97,57.16,20.22,1903.0,2639018.0,0.034,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-20
194435,OWID_WRL,World,2022-03-19,469633366.0,1730839.0,1803884.429,6080779.0,3853.0,5282.429,59636.243,219.79,229.066,772.166,0.489,0.671,1.01,11097080819.0,5035438346.0,4498378757.0,1589303648.0,12540273.0,15035975.0,140.92,63.94,57.12,20.18,1909.0,2678290.0,0.034,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-19
194434,OWID_WRL,World,2022-03-18,467902527.0,1882507.0,1809035.286,6076926.0,5446.0,5411.571,59416.452,239.05,229.72,771.677,0.692,0.687,1.02,11086103969.0,5033905783.0,4496703877.0,1585707875.0,15293065.0,15352818.0,140.78,63.92,57.1,20.14,1950.0,2730754.0,0.035,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-18
194433,OWID_WRL,World,2022-03-17,466020020.0,2080192.0,1806540.0,6071480.0,6747.0,5534.429,59177.403,264.153,229.403,770.985,0.857,0.703,1.03,11069540135.0,5029965574.0,4492307206.0,1576013527.0,16601381.0,15797483.0,140.57,63.87,57.05,20.01,2006.0,2745636.0,0.035,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-17
194432,OWID_WRL,World,2022-03-16,463939828.0,2219912.0,1775940.714,6064390.0,6808.0,5622.714,58913.25,281.895,225.517,770.085,0.865,0.714,1.04,11055030061.0,5026084837.0,4488725968.0,1482243517.0,17228839.0,16010127.0,140.38,63.82,57.0,18.82,2033.0,2801624.0,0.036,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-16
194431,OWID_WRL,World,2022-03-15,461719916.0,1804722.0,1719876.429,6057582.0,5602.0,5759.286,58631.356,229.172,218.398,769.22,0.711,0.731,1.03,11039217236.0,5024764652.0,4484884551.0,1477851544.0,16311804.0,16030050.0,140.18,63.81,56.95,18.77,2036.0,2809810.0,0.036,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-15
194430,OWID_WRL,World,2022-03-14,459915194.0,1609062.0,1710241.286,6052267.0,5160.0,5989.286,58402.184,204.326,217.174,768.545,0.655,0.761,1.04,11021889355.0,5020359750.0,4479752726.0,1474050385.0,15496932.0,15975414.0,139.96,63.75,56.89,18.72,2029.0,2855875.0,0.036,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-14
194429,OWID_WRL,World,2022-03-13,458306135.0,1299957.0,1684581.714,6047107.0,3361.0,6302.571,58197.858,165.075,213.916,767.89,0.427,0.8,1.05,11008111956.0,5015983932.0,4467003927.0,1470583057.0,11779543.0,16038402.0,139.79,63.7,56.72,18.67,2037.0,2897195.0,0.037,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-13
194428,OWID_WRL,World,2022-03-12,457006178.0,1766895.0,1673250.286,6043746.0,4757.0,6409.429,58032.783,224.369,212.477,767.463,0.604,0.814,1.05,10994658729.0,5012667473.0,4460437044.0,1465409536.0,14758223.0,16060026.0,139.62,63.65,56.64,18.61,2039.0,2894002.0,0.037,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-12
194427,OWID_WRL,World,2022-03-11,455239283.0,1865040.0,1631186.143,6038989.0,6306.0,6549.857,57808.414,236.832,207.136,766.859,0.801,0.832,1.04,10980226032.0,5010925172.0,4457480678.0,1461135299.0,18405718.0,16444414.0,139.43,63.63,56.6,18.55,2088.0,2923133.0,0.037,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-11
194426,OWID_WRL,World,2022-03-10,453374243.0,1865997.0,1615124.857,6032683.0,7365.0,6874.857,57571.583,236.953,205.096,766.058,0.935,0.873,1.02,10964876022.0,5009095807.0,4452760596.0,1457183350.0,18089887.0,16618623.0,139.24,63.61,56.54,18.5,2110.0,3014958.0,0.038,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-10
194425,OWID_WRL,World,2022-03-09,451508589.0,1827462.0,1600558.429,6025318.0,7764.0,6995.714,57334.674,232.06,203.246,765.123,0.986,0.888,1.01,10948222995.0,5005851355.0,4446682236.0,1452409038.0,17368372.0,16749409.0,139.03,63.57,56.47,18.44,2127.0,2959011.0,0.038,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-09
194424,OWID_WRL,World,2022-03-08,449681127.0,1737276.0,1575420.286,6017554.0,7212.0,7029.0,57102.614,220.607,200.054,764.137,0.916,0.893,1.0,10930547260.0,5003182650.0,4441200674.0,1447897459.0,15929315.0,17073500.0,138.8,63.53,56.4,18.39,2168.0,3057283.0,0.039,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-08
194423,OWID_WRL,World,2022-03-07,447943851.0,1429445.0,1557739.857,6010342.0,7353.0,7190.286,56882.006,181.518,197.809,763.221,0.934,0.913,0.99,10914656772.0,5000429099.0,4435826789.0,1443953565.0,15937799.0,16990962.0,138.6,63.5,56.33,18.34,2158.0,3030913.0,0.038,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-07
194422,OWID_WRL,World,2022-03-06,446514406.0,1220637.0,1539388.714,6002805.0,4109.0,7219.429,56700.489,155.002,195.479,762.264,0.522,0.917,0.98,10899463521.0,4998923063.0,4431894520.0,1439748816.0,11949973.0,18013590.0,138.41,63.48,56.28,18.28,2287.0,3546060.0,0.045,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-06
194421,OWID_WRL,World,2022-03-05,445293769.0,1472446.0,1529405.429,5998697.0,5740.0,7280.714,56545.487,186.978,194.211,761.743,0.729,0.925,0.97,10873470319.0,4991244454.0,4404287045.0,1435480196.0,17468072.0,18670728.0,138.08,63.38,55.93,18.23,2371.0,3964966.0,0.05,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-05
194420,OWID_WRL,World,2022-03-04,443821323.0,1752611.0,1524805.143,5992957.0,8581.0,7400.714,56358.508,222.555,193.627,761.014,1.09,0.94,0.96,10851968980.0,4987034635.0,4397631075.0,1430399080.0,19644241.0,19286959.0,137.8,63.33,55.84,18.16,2449.0,4461962.0,0.057,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-04
194419,OWID_WRL,World,2022-03-03,442068725.0,1764032.0,1508866.429,5984379.0,8211.0,7444.0,56135.955,224.005,191.603,759.924,1.043,0.945,0.93,10835066815.0,4984196217.0,4393357527.0,1425168701.0,19037033.0,20225086.0,137.59,63.29,55.79,18.1,2568.0,4861647.0,0.062,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-03
194418,OWID_WRL,World,2022-03-02,440304693.0,1651495.0,1512057.0,5976169.0,7997.0,7805.286,55911.95,209.715,192.008,758.882,1.015,0.991,0.91,10819941727.0,4982720429.0,4387423531.0,1421118399.0,19671322.0,21328411.0,137.4,63.27,55.71,18.05,2708.0,5423252.0,0.069,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-02
194417,OWID_WRL,World,2022-03-01,438653198.0,1613513.0,1549997.286,5968172.0,8341.0,8352.857,55702.236,204.891,196.826,757.866,1.059,1.061,0.9,10803263385.0,4980785780.0,4384885863.0,1417044406.0,15377252.0,22008599.0,137.18,63.25,55.68,17.99,2795.0,5967185.0,0.076,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-03-01
194416,OWID_WRL,World,2022-02-28,437039685.0,1300987.0,1558394.0,5960039.0,7557.0,8602.714,55497.344,165.205,197.892,756.834,0.96,1.092,0.89,10789885259.0,4979019988.0,4382276733.0,1414064533.0,22989940.0,23112674.0,137.02,63.23,55.65,17.96,2935.0,6251229.0,0.079,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,2022-02-28
